imo,current_name,position_area,draught_m,navigation_status,ais_timestamp_utc,source_url,source,source_consistency,calibrated_position,analyst_note,prior_area,prior_origin,prior_destination,prior_departure
9535797,NEW PEACE,at China Coast,11.0,-,2026-06-12T01:12:00Z,https://www.vesselfinder.com/vessels/details/9535797,vesselfinder.com,cross_checked_supplemental,,,,,
